Mainboard Time [s],RTK GPS Lat [deg],RTK GPS Lon [deg],Stiffness [N/m],R_Squared,Leg Ind
439.76804,45.345356699999996,-121.7089542,2887.1058933502018,0.9781250473063235,2
444.29703,45.345356599999995,-121.7089537,1277.2165962102385,0.6237840849448733,0
449.03302,45.345357299999996,-121.70895399999999,2686.406734054922,0.9398931487157473,3
453.78903,45.3453569,-121.70895309999999,937.0523266730836,0.7209714261995319,1
459.053,45.3453565,-121.7089542,406.26815562634914,0.5069276462589543,2
465.11102,45.3453571,-121.708953,1443.9839569110802,0.7150662653208985,0
471.36703,45.345357799999995,-121.7089539,1084.5071409222053,0.5076573085237277,3
477.53903,45.3453581,-121.70895279999999,3830.2930720619156,0.92713437928973,1
483.51,45.345357799999995,-121.7089539,1498.247711583357,0.9630052442846768,2
492.77402,45.345358399999995,-121.7089527,1176.2202772180844,0.623997108130644,0
498.66003,45.345358999999995,-121.7089536,1145.8791246136273,0.7267205041079197,3
562.33905,45.3453592,-121.7089529,1099.484143881204,0.8351190960377832,1
569.299,45.3453589,-121.7089539,45.98800628090349,0.10360893164244112,2
623.80304,45.3453592,-121.708952,387.4595624300951,0.7606716453508594,0
630.15405,45.345359699999996,-121.70895279999999,1558.1348713645837,0.722327787117309,3
635.921,45.345360299999996,-121.70895309999999,253.53422349626138,0.42935505515615935,1
651.296,45.34536,-121.7089542,455.7344292287877,0.8376033318816507,2
658.416,45.3453605,-121.70895229999999,758.2290954371239,0.7823875355419923,0
664.50006,45.345361,-121.70895309999999,1058.809637040966,0.6440692461189625,3
670.156,45.345361399999994,-121.7089525,3231.1099454172413,0.966352875601305,1
675.978,45.345361,-121.7089537,324.58865084952294,0.4169745805774817,2
682.281,45.3453617,-121.70895209999999,527.2707392236655,0.75565369986656,0
688.145,45.3453622,-121.7089532,717.6850612168639,0.5967650072065828,3
693.843,45.3453626,-121.7089525,740.0032321542441,0.39341905931521315,1
699.68506,45.3453622,-121.7089537,962.0882928604761,0.8860382562898174,2
705.88904,45.3453629,-121.7089522,1524.8631951716927,0.8220419027231616,0
711.83905,45.3453636,-121.70895329999999,1412.7236369300747,0.6374138253851926,3
717.73505,45.3453638,-121.70895229999999,655.7163984580541,0.5949199580297112,1
723.627,45.3453634,-121.7089534,1034.2189189395542,0.8019772390506126,2
729.65204,45.3453641,-121.70895229999999,1555.3177651350131,0.7920155554948352,0
735.58203,45.345364599999996,-121.70895329999999,951.3229163256061,0.6645234921115272,3
741.54803,45.3453649,-121.70895209999999,981.4236973889496,0.611734305135618,1
747.458,45.345364499999995,-121.70895309999999,301.18790141987733,0.4181380540660943,2
753.49805,45.345365199999996,-121.70895209999999,749.2885916518815,0.5927446252236583,0
759.29803,45.3453659,-121.7089529,413.594544716207,0.520874009211269,3
765.58905,45.3453661,-121.708952,1156.2792198129966,0.7378792263800399,1
771.601,45.345365699999995,-121.708953,433.1195797066002,0.6230255374563713,2
778.01605,45.3453665,-121.7089518,3133.249624614686,0.9796312718863501,0
783.89905,45.345366999999996,-121.7089527,745.9963560874928,0.7050845730896933,3
789.99805,45.3453671,-121.7089517,2929.081363070393,0.9673940137490746,1
795.92804,45.3453667,-121.70895279999999,1183.592531777912,0.9595163089753789,2
802.309,45.345367599999996,-121.70895159999999,1846.983540671983,0.795006938485024,0
808.25006,45.345368199999996,-121.7089525,1402.315798015372,0.6036704929505549,3
814.10504,45.3453684,-121.7089518,648.8685640800109,0.46217572443068144,1
820.01,45.345368,-121.7089529,365.95669183576484,0.508409976538561,2
826.48206,45.345368799999996,-121.7089515,2229.9750002900983,0.9573994796123952,0
832.31604,45.345369399999996,-121.7089524,1728.633449858317,0.801088497107847,3
838.26404,45.3453695,-121.70895139999999,3289.4701672126225,0.9715530590414578,1
844.19305,45.345369,-121.70895259999999,1390.6101209560352,0.9662681065093075,2
850.44403,45.3453698,-121.7089513,958.6587747010211,0.8713432615876961,0
856.262,45.3453705,-121.7089522,4058.779169990955,0.9587181358148221,3
862.20605,45.345370599999995,-121.70895139999999,867.8245219300842,0.8384365827152906,1
868.028,45.3453703,-121.7089525,648.5036510648472,0.823910107697618,2
874.37805,45.3453711,-121.7089512,930.106712320369,0.7944516045398216,0
880.312,45.3453717,-121.70895209999999,2908.9816268672835,0.9628265999718786,3
886.52606,45.3453717,-121.7089511,2881.155215864372,0.939452493636449,1
892.426,45.3453714,-121.70895229999999,1743.5032000878084,0.9717462657170035,2
898.58905,45.3453721,-121.7089511,745.5140707705622,0.41334988653406657,0
904.392,45.3453728,-121.708952,3270.2151390567055,0.9813459137284187,3
910.72406,45.3453729,-121.708951,1152.1365270739814,0.6459239837702069,1
916.71,45.3453727,-121.708952,599.4910738761012,0.7381945676943931,2
923.41907,45.3453734,-121.7089506,548.4625876187328,0.34559205169832485,0
929.19403,45.3453741,-121.7089515,870.2944919783027,0.49710482130988654,3
935.04504,45.3453741,-121.7089508,1778.5638528756394,0.7818647287151647,1
941.028,45.345373699999996,-121.70895189999999,1491.2358878600953,0.9888010168184186,2
947.61804,45.3453745,-121.7089505,1011.2968033464057,0.5120877391629706,0
953.45703,45.3453751,-121.70895139999999,3586.6755633451967,0.9775848804545423,3
959.34607,45.3453752,-121.7089506,955.5727615322095,0.429829574456154,1
965.18506,45.345374899999996,-121.7089518,1217.7526536366668,0.9629406267746631,2
971.61505,45.3453756,-121.7089503,811.4769500902697,0.8278449167089885,0
977.4241,45.3453763,-121.7089512,829.8436442446742,0.48084676237195034,3
983.39404,45.3453764,-121.70895019999999,3380.9413031615904,0.9551487336516229,1
989.2341,45.345375999999995,-121.70895139999999,529.3412734342916,0.4817248883226092,2
995.58105,45.345376699999996,-121.7089501,685.5075863148913,0.7945568458814832,0
1001.387,45.345377299999996,-121.70895069999999,2948.00318905382,0.9762425076038024,3
1007.78204,45.345377299999996,-121.7089499,2948.404841414099,0.9733907032670504,1
1014.12805,45.345377,-121.708951,1103.5644618745541,0.9316379503271498,2
1020.86804,45.345377899999995,-121.70894969999999,2704.000013764519,0.9591168083171593,0
1026.7301,45.3453786,-121.7089505,623.1754916207424,0.32822611257811607,3
1032.7051,45.3453784,-121.70894949999999,3094.3802506187153,0.9535734103555626,1
1038.634,45.345378,-121.70895069999999,1709.5921320671193,0.9878013972273808,2
1044.935,45.3453789,-121.70894949999999,2286.8987847133744,0.9770632777717542,0
1050.7821,45.3453795,-121.70895039999999,2378.229108945406,0.9579771379301998,3
1057.1381,45.3453795,-121.70894899999999,2970.174726346033,0.9663673842390552,1
1063.297,45.345379099999995,-121.7089501,648.5276714457701,0.7982209547934273,2
1069.8091,45.34538,-121.70894899999999,1868.4887889148818,0.9493929448042954,0
1075.719,45.3453806,-121.70894969999999,747.1396318055515,0.7312312796992602,3
1082.297,45.3453805,-121.70894879999999,2878.8718978486813,0.9676623955562988,1
1088.2461,45.3453801,-121.7089499,438.50347312387015,0.6559231198545259,2
1095.055,45.3453811,-121.70894899999999,610.7886737394766,0.8037761290456769,0
365.59302,45.345397899999995,-121.7089611,1695.2660841966135,0.9758679856385516,2
